DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Ecology_2_bin,Ecology_3_bin,Shops_2_bin,DistrictSize,IsDistrictLarge,MedPriceByDistrict,Cluster
0.2661257380905987,-1.0857020196115181,-1.1119439814587133,-0.9291564580118632,0.08787176514655178,0.2811165844808389,-1.051913105680855,-0.5358707415942764,-0.9800582110983985,0.8164050903967354,0.5645292532895547,-0.21145847774035056,-0.16924000177790988,-0.21392330073285995,0.159942562247443,1,1,0,0.0174489327380656,1,-1.0764819746635241,-1.1140659209685613
-1.0875381824681745,-1.0857020196115181,-1.0661455151589947,-0.9697235437803139,-0.42479897666530214,-1.0545354153602473,-0.5719965479458096,-0.3729211055032915,-0.570978438709379,1.0445627346073787,1.315041010668999,-0.29538389357633665,-1.3344828263575919,0.45563319608360303,-0.2561952346757857,1,1,1,-0.595981395335575,0,-0.8220552131374612,-1.1140659209685613
-0.9498774447842315,0.13363987123699728,0.0735009755572563,-0.0318061920486087,0.3442071360524787,1.616768584321925,0.7077809393476452,0.4418270749516327,-0.4125730277930397,1.6149568451339877,2.0760354730068524,-0.1694957698223575,-0.16924000177790988,-0.21392330073285995,1.408355953017129,1,1,1,0.19218363224995108,1,-0.3089818713904907,1.2668407667647843
-0.628669056855031,1.3529817620855125,1.2787579858790867,-0.1534068154988596,-0.42479897666530214,0.8535388701270187,1.9875584266411,-0.42723765086695314,-0.36194768047311143,-1.065895474341074,-0.9771771402364934,-0.21145847774035056,-0.16924000177790988,-0.8834797975493229,-0.46426413313740006,1,1,1,1.1996964741163547,1,-0.5855488630500114,0.4732052041870024
1.2985812707201716,-1.0857020196115181,-0.850561689178113,0.26356592156014147,0.3442071360524787,1.4259611557731984,0.5478087534359634,-0.6445038323215996,-0.5762552630352566,-0.2103043085511607,-0.27982767228898187,0.25013130935757294,-0.008516853560022707,-0.8834797975493229,-0.2561952346757857,1,1,1,-0.8153292096164525,0,-0.28402461859109035,-1.1140659209685613
-0.05508264983860172,-1.0857020196115181,-1.0526297168871968,-0.8878115910690791,-0.42479897666530214,0.2811165844808389,-1.051913105680855,-0.15565492404864506,-0.6531115299561195,1.2156809677653615,1.0389964467642216,-0.12753306190436448,-0.16924000177790988,-0.21392330073285995,1.2002870545555147,1,1,1,-0.5662393188229137,0,-0.061809129758736536,-1.1140659209685613
-1.1334250950294888,0.13363987123699728,0.3707488896163684,-0.1534068154988596,-0.42479897666530214,1.4259611557731984,0.7077809393476452,-0.42723765086695314,-0.9387989236447813,-1.3510925296043785,-1.2699441144320665,-0.3373466014943297,-0.16924000177790988,-0.8834797975493229,-0.6723330315990145,1,1,1,1.5231415561915471,1,-0.11554272971776144,0.4732052041870024
-0.49100831917108806,-1.0857020196115181,-1.1999012226437291,-0.9629965068812458,-0.42479897666530214,-0.2913057011653409,-0.5719965479458096,-1.024719649867231,-0.41335455642530144,0.36008980197544815,0.19139487441284408,-0.1694957698223575,-0.16924000177790988,-0.21392330073285995,-0.46426413313740006,1,1,1,-0.5699570783869963,0,-0.7662968084362256,-1.1140659209685613
-0.0780261061192589,-1.0857020196115181,-0.7600993943330924,-0.9954672137438647,0.08787176514655178,0.8535388701270187,0.7077809393476452,1.1479421646792338,-0.14270838564600385,-0.09622548644583893,-0.1919726212089804,-0.21145847774035056,-0.16924000177790988,1.1251896929000662,-0.2561952346757857,1,1,1,-0.540215001874335,0,-0.45644660302191886,-1.1140659209685613
2.399867172191716,-1.0857020196115181,-1.1020412302090927,-0.9727065261453139,-0.42479897666530214,-0.8637279868115206,-1.2118852915925369,-1.024719649867231,-0.6431750164470613,-0.4384619527618043,-0.6344925233818286,0.04031776976760771,5.11989093415906,1.1251896929000662,0.3680114607090573,1,1,1,-0.8636600839495272,0,-0.3078195808820985,-0.7172481396796704
